a;b;;;;
3619,8048;16,6162;;;;
3619,9572;16,7375;;;;
3620,1096;16,0776;;;;
3620,262;15,9663;;;;
3620,4144;17,4962;;;;
3620,5668;19,5188;;;;
3620,7192;19,6011;;;;
3620,8716;24,3469;;;;
3621,024;27,4305;;;;
3621,1764;29,8094;;;;
3621,3288;29,234;;;;
3621,4812;32,3864;;;;
3621,6336;31,5653;;;;
3621,786;30,4826;;;;
3621,9384;30,1325;;;;
3622,0908;30,3851;;;;
3622,2432;30,9976;;;;
3622,3956;31,6945;;;;
3622,548;32,2443;;;;
3622,7004;32,223;;;;
3622,8528;31,989;;;;
3623,0052;31,9376;;;;
3623,1576;32,2765;;;;
3623,31;32,5908;;;;
3623,4624;32,1754;;;;
3623,6148;31,5019;;;;
3623,7672;30,6566;;;;
3623,9196;29,3492;;;;
3624,072;27,8097;;;;
3624,2244;27,2922;;;;
3624,3768;27,4159;;;;
3624,5292;27,3357;;;;
3624,6816;27,1046;;;;
3624,834;26,4754;;;;
3624,9864;26,1348;;;;
3625,1388;25,8489;;;;
3625,2912;25,2704;;;;
3625,4436;24,6444;;;;
3625,596;24,0411;;;;
3625,7484;24,2321;;;;
3625,9008;24,1112;;;;
3626,0532;24,0099;;;;
3626,2056;23,9297;;;;
3626,358;24,1863;;;;
3626,5104;24,1804;;;;
3626,6628;24,4945;;;;
3626,8152;24,6937;;;;
3626,9676;24,1798;;;;
3627,12;23,0291;;;;
3627,2724;22,9134;;;;
3627,4248;23,1903;;;;
3627,5772;23,6913;;;;
3627,7296;24,2255;;;;
3627,882;25,2539;;;;
3628,0344;25,9505;;;;
3628,1868;26,7394;;;;
3628,3392;26,8766;;;;
3628,4916;26,6571;;;;
3628,644;26,4114;;;;
3628,7964;26,2031;;;;
3628,9488;26,9966;;;;
3629,1012;27,2825;;;;
3629,2536;26,9033;;;;
3629,406;25,6809;;;;
3629,5584;24,7103;;;;
3629,7108;24,3305;;;;
3629,8632;24,1146;;;;
3630,0156;24,3865;;;;
3630,168;24,5428;;;;
3630,3204;24,7586;;;;
3630,4728;25,1852;;;;
3630,6252;25,9039;;;;
3630,7776;26,288;;;;
3630,93;25,6044;;;;
3631,0824;24,1638;;;;
3631,2348;22,7482;;;;
3631,3872;22,0509;;;;
3631,5396;20,9666;;;;
3631,692;17,8002;;;;
3631,8444;18,1493;;;;
3631,9968;19,1693;;;;
3632,1492;17,8233;;;;
3632,3016;15,3499;;;;
3632,454;15,7685;;;;
3632,6064;15,8167;;;;
3632,7588;17,3551;;;;
3632,9112;18,5034;;;;
3633,0636;20,5859;;;;
3633,216;19,0361;;;;
3633,3684;19,3902;;;;
3633,5208;18,2662;;;;
3633,6732;17,5193;;;;
3633,8256;17,0977;;;;
3633,978;17,2604;;;;
3634,1304;17,3862;;;;
3634,2828;17,2565;;;;
3634,4352;17,4757;;;;
3634,5876;17,5666;;;;
3634,74;17,5659;;;;
3634,8924;17,5497;;;;
3635,0448;17,5019;;;;
3635,1972;17,5181;;;;
3635,3496;17,5062;;;;
3635,502;17,2748;;;;
3635,6544;16,7719;;;;
3635,8068;16,5125;;;;
3635,9592;16,3943;;;;
3636,1116;16,2324;;;;
3636,264;15,8369;;;;
3636,4164;15,565;;;;
3636,5688;15,4115;;;;
3636,7212;15,2441;;;;
3636,8736;15,0752;;;;
3637,026;15,1141;;;;
3637,1784;15,1691;;;;
3637,3308;15,4932;;;;
3637,4832;16,0107;;;;
3637,6356;16,2381;;;;
3637,788;16,5305;;;;
3637,9404;16,6225;;;;
3638,0928;16,5398;;;;
3638,2452;16,2066;;;;
3638,3976;15,8925;;;;
3638,55;15,7154;;;;
3638,7024;15,9417;;;;
3638,8548;16,0535;;;;
3639,0072;15,9636;;;;
3639,1596;15,9865;;;;
3639,312;16,0687;;;;
3639,4644;15,8381;;;;
3639,6168;15,3789;;;;
3639,7692;15,225;;;;
3639,9216;15,1199;;;;
3640,074;15,0037;;;;
3640,2264;14,6691;;;;
3640,3788;14,6125;;;;
3640,5312;14,6144;;;;
3640,6836;14,7052;;;;
3640,836;14,9896;;;;
3640,9884;15,1835;;;;
3641,1408;15,112;;;;
3641,2932;15,2281;;;;
3641,4456;15,2793;;;;
3641,598;15,1121;;;;
3641,7504;14,9647;;;;
3641,9028;14,6278;;;;
3642,0552;14,2472;;;;
3642,2076;13,9536;;;;
3642,36;13,5661;;;;
3642,5124;13,4521;;;;
3642,6648;13,4817;;;;
3642,8172;13,5768;;;;
3642,9696;13,628;;;;
3643,122;13,4099;;;;
3643,2744;13,1732;;;;
3643,4268;13,1103;;;;
3643,5792;13,0569;;;;
3643,7316;13,0285;;;;
3643,884;13,3406;;;;
3644,0364;13,5138;;;;
3644,1888;13,566;;;;
3644,3412;13,4599;;;;
3644,4936;12,8295;;;;
3644,646;12,3296;;;;
3644,7984;12,3881;;;;
3644,9508;12,4356;;;;
3645,1032;11,466;;;;
3645,2556;12,218;;;;
3645,408;14,7506;;;;
3645,5604;16,8166;;;;
3645,7128;18,0485;;;;
3645,8652;16,4403;;;;
3646,0176;18,2009;;;;
3646,17;18,3154;;;;
3646,3224;18,2747;;;;
3646,4748;18,005;;;;
3646,6272;17,8712;;;;
3646,7796;18,1001;;;;
3646,932;18,2862;;;;
3647,0844;17,945;;;;
3647,2368;17,2173;;;;
3647,3892;17,2345;;;;
3647,5416;17,4591;;;;
3647,694;17,526;;;;
3647,8464;17,3007;;;;
3647,9988;16,8308;;;;
3648,1512;16,3043;;;;
3648,3036;15,7323;;;;
3648,456;14,621;;;;
3648,6084;13,8269;;;;
3648,7608;13,305;;;;
3648,9132;13,014;;;;
3649,0656;12,5566;;;;
3649,218;12,357;;;;
3649,3704;12,6277;;;;
3649,5228;13,0349;;;;
3649,6752;13,6701;;;;
3649,8276;14,2872;;;;
3649,98;14,7988;;;;
3650,1324;15,1295;;;;
3650,2848;15,4745;;;;
3650,4372;15,6502;;;;
3650,5896;15,7306;;;;
3650,742;15,8277;;;;
3650,8944;15,5269;;;;
3651,0468;14,7905;;;;
3651,1992;14,2637;;;;
3651,3516;13,9833;;;;
3651,504;14,1814;;;;
3651,6564;14,4032;;;;
3651,8088;14,3513;;;;
3651,9612;13,8876;;;;
3652,1136;13,5017;;;;
3652,266;13,5373;;;;
3652,4184;13,7375;;;;
3652,5708;13,8831;;;;
3652,7232;13,9325;;;;
3652,8756;13,93;;;;
3653,028;14,0525;;;;
3653,1804;14,27;;;;
3653,3328;14,3457;;;;
3653,4852;14,1384;;;;
3653,6376;14,235;;;;
3653,79;14,4153;;;;
3653,9424;14,5769;;;;
3654,0948;14,5135;;;;
3654,2472;14,6952;;;;
3654,3996;14,8721;;;;
3654,552;14,9914;;;;
3654,7044;15,0593;;;;
3654,8568;15,1607;;;;
3655,0092;14,9837;;;;
3655,1616;14,5843;;;;
3655,314;14,4446;;;;
3655,4664;14,6835;;;;
3655,6188;14,7782;;;;
3655,7712;14,7936;;;;
3655,9236;14,5478;;;;
3656,076;14,0065;;;;
3656,2284;13,5794;;;;
3656,3808;13,2282;;;;
3656,5332;12,8096;;;;
3656,6856;12,4717;;;;
3656,838;12,3814;;;;
3656,9904;11,8552;;;;
3657,1428;11,8159;;;;
3657,2952;11,7246;;;;
3657,4476;12,9388;;;;
3657,6;12,7086;;;;
3657,7524;14,3109;;;;
3657,9048;14,3374;;;;
3658,0572;15,0686;;;;
3658,2096;20,0211;;;;
3658,362;22,0168;;;;
3658,5144;22,9844;;;;
3658,6668;23,3565;;;;
3658,8192;23,4521;;;;
3658,9716;22,9399;;;;
3659,124;22,8226;;;;
3659,2764;22,3856;;;;
3659,4288;22,1531;;;;
3659,5812;21,8824;;;;
3659,7336;22,0628;;;;
3659,886;22,5075;;;;
3660,0384;23,2783;;;;
3660,1908;23,861;;;;
3660,3432;24,2689;;;;
3660,4956;24,6232;;;;
3660,648;25,1322;;;;
3660,8004;25,6851;;;;
3660,9528;26,1288;;;;
3661,1052;26,6176;;;;
3661,2576;26,4615;;;;
3661,41;26,3383;;;;
3661,5624;26,365;;;;
3661,7148;26,7383;;;;
3661,8672;27,304;;;;
3662,0196;26,6536;;;;
3662,172;26,0991;;;;
3662,3244;25,4517;;;;
3662,4768;25,087;;;;
3662,6292;24,6322;;;;
3662,7816;24,3318;;;;
3662,934;23,9766;;;;
3663,0864;23,7286;;;;
3663,2388;23,3511;;;;
3663,3912;22,6189;;;;
3663,5436;22,222;;;;
3663,696;22,2899;;;;
3663,8484;22,2406;;;;
3664,0008;22,3904;;;;
3664,1532;22,8822;;;;
3664,3056;23,1971;;;;
3664,458;23,228;;;;
3664,6104;23,2814;;;;
3664,7628;23,5141;;;;
3664,9152;23,1597;;;;
3665,0676;22,7258;;;;
3665,22;22,5097;;;;
3665,3724;22,7212;;;;
3665,5248;22,5687;;;;
3665,6772;22,1291;;;;
3665,8296;21,1143;;;;
3665,982;20,0854;;;;
3666,1344;19,4137;;;;
3666,2868;19,5711;;;;
3666,4392;20,0604;;;;
3666,5916;20,3418;;;;
3666,744;20,3488;;;;
3666,8964;20,6702;;;;
3667,0488;21,7026;;;;
3667,2012;22,258;;;;
3667,3536;22,0214;;;;
3667,506;21,6668;;;;
3667,6584;21,758;;;;
3667,8108;22,1272;;;;
3667,9632;22,0607;;;;
3668,1156;21,9009;;;;
3668,268;22,3333;;;;
3668,4204;23,0799;;;;
3668,5728;23,8944;;;;
3668,7252;24,7932;;;;
3668,8776;24,9049;;;;
3669,03;24,6042;;;;
3669,1824;24,7042;;;;
3669,3348;25,2226;;;;
3669,4872;25,1059;;;;
3669,6396;24,1715;;;;
3669,792;21,3157;;;;
3669,9444;21,0893;;;;
3670,0968;21,4456;;;;
3670,2492;19,5174;;;;
3670,4016;16,7973;;;;
3670,554;17,3784;;;;
3670,7064;17,2496;;;;
3670,8588;19,9773;;;;
3671,0112;20,9168;;;;
3671,1636;21,3702;;;;
3671,316;23,2494;;;;
3671,4684;23,3712;;;;
3671,6208;23,7007;;;;
3671,7732;24,6012;;;;
3671,9256;25,4256;;;;
3672,078;26,1009;;;;
3672,2304;26,7789;;;;
3672,3828;27,0023;;;;
3672,5352;26,3957;;;;
3672,6876;24,971;;;;
3672,84;24,0742;;;;
3672,9924;23,3855;;;;
3673,1448;23,2004;;;;
3673,2972;23,1048;;;;
3673,4496;22,649;;;;
3673,602;21,7662;;;;
3673,7544;21,0521;;;;
3673,9068;20,9532;;;;
3674,0592;21,3313;;;;
3674,2116;21,5848;;;;
3674,364;21,9213;;;;
3674,5164;22,7171;;;;
3674,6688;23,8051;;;;
3674,8212;24,8996;;;;
3674,9736;25,362;;;;
3675,126;25,5371;;;;
3675,2784;25,2575;;;;
3675,4308;24,2732;;;;
3675,5832;22,9386;;;;
3675,7356;21,8513;;;;
3675,888;21,0134;;;;
3676,0404;20,5671;;;;
3676,1928;20,179;;;;
3676,3452;19,1352;;;;
3676,4976;17,9141;;;;
3676,65;17,1053;;;;
3676,8024;16,3293;;;;
3676,9548;15,6135;;;;
3677,1072;15,395;;;;
3677,2596;15,3768;;;;
3677,412;15,378;;;;
3677,5644;15,0226;;;;
3677,7168;14,864;;;;
3677,8692;14,7993;;;;
3678,0216;14,8605;;;;
3678,174;15,0985;;;;
3678,3264;15,4525;;;;
3678,4788;15,5973;;;;
3678,6312;15,6656;;;;
3678,7836;15,4793;;;;
3678,936;15,136;;;;
3679,0884;14,714;;;;
3679,2408;14,4211;;;;
3679,3932;14,4036;;;;
3679,5456;14,7477;;;;
3679,698;14,925;;;;
3679,8504;14,799;;;;
3680,0028;14,7256;;;;
3680,1552;14,8752;;;;
3680,3076;15,1413;;;;
3680,46;15,3528;;;;
3680,6124;15,5595;;;;
3680,7648;15,3433;;;;
3680,9172;15,6499;;;;
3681,0696;16,4153;;;;
3681,222;17,0707;;;;
3681,3744;16,8697;;;;
3681,5268;16,3962;;;;
3681,6792;15,9872;;;;
3681,8316;15,6835;;;;
3681,984;15,0493;;;;
3682,1364;14,3512;;;;
3682,2888;13,2084;;;;
3682,4412;12,3788;;;;
3682,5936;12,1749;;;;
3682,746;12,5973;;;;
3682,8984;12,7608;;;;
3683,0508;15,045;;;;
3683,2032;15,8436;;;;
3683,3556;19,5718;;;;
3683,508;23,4963;;;;
3683,6604;24,7328;;;;
3683,8128;24,348;;;;
3683,9652;26,7386;;;;
3684,1176;26,4299;;;;
3684,27;26,139;;;;
3684,4224;26,0526;;;;
3684,5748;26,0186;;;;
3684,7272;25,6591;;;;
3684,8796;25,669;;;;
3685,032;25,7031;;;;
3685,1844;25,6145;;;;
3685,3368;25,306;;;;
3685,4892;24,6063;;;;
3685,6416;23,8374;;;;
3685,794;23,2316;;;;
3685,9464;22,8892;;;;
3686,0988;22,739;;;;
3686,2512;22,4057;;;;
3686,4036;22,6527;;;;
3686,556;22,3943;;;;
3686,7084;22,0706;;;;
3686,8608;22,0796;;;;
3687,0132;22,4196;;;;
3687,1656;22,5198;;;;
3687,318;22,0924;;;;
3687,4704;21,4445;;;;
3687,6228;21,3643;;;;
3687,7752;21,6757;;;;
3687,9276;22,0157;;;;
3688,08;22,6234;;;;
3688,2324;22,929;;;;
3688,3848;23,1453;;;;
3688,5372;23,1819;;;;
3688,6896;22,9515;;;;
3688,842;22,3835;;;;
3688,9944;21,742;;;;
3689,1468;21,3054;;;;
3689,2992;20,8846;;;;
3689,4516;20,0359;;;;
3689,604;19,6872;;;;
3689,7564;19,7247;;;;
3689,9088;19,8151;;;;
3690,0612;20,5274;;;;
3690,2136;21,7219;;;;
3690,366;22,5282;;;;
3690,5184;22,6465;;;;
3690,6708;22,7247;;;;
3690,8232;22,7868;;;;
3690,9756;22,8453;;;;
3691,128;22,7378;;;;
3691,2804;22,5077;;;;
3691,4328;22,2197;;;;
3691,5852;22,2014;;;;
3691,7376;21,6401;;;;
3691,89;21,5035;;;;
3692,0424;21,1281;;;;
3692,1948;20,7308;;;;
3692,3472;20,403;;;;
3692,4996;20,0109;;;;
3692,652;19,7888;;;;
3692,8044;19,5991;;;;
3692,9568;19,4061;;;;
3693,1092;19,6655;;;;
3693,2616;20,4958;;;;
3693,414;21,9521;;;;
3693,5664;22,8967;;;;
3693,7188;23,4526;;;;
3693,8712;23,7237;;;;
3694,0236;23,7259;;;;
3694,176;23,4585;;;;
3694,3284;22,7224;;;;
3694,4808;21,7534;;;;
3694,6332;20,7669;;;;
3694,7856;19,772;;;;
3694,938;18,6459;;;;
3695,0904;17,6753;;;;
3695,2428;16,4742;;;;
3695,3952;15,4594;;;;
3695,5476;14,9655;;;;
3695,7;14,9416;;;;
3695,8524;14,844;;;;
3696,0048;16,9798;;;;
3696,1572;16,9948;;;;
3696,3096;20,6834;;;;
3696,462;22,589;;;;
3696,6144;23,561;;;;
3696,7668;25,0273;;;;
3696,9192;26,2262;;;;
3697,0716;27,1312;;;;
3697,224;28,1209;;;;
3697,3764;28,6795;;;;
3697,5288;28,8527;;;;
3697,6812;28,9177;;;;
3697,8336;28,9605;;;;
3697,986;28,6569;;;;
3698,1384;28,4827;;;;
3698,2908;28,2693;;;;
3698,4432;28,126;;;;
3698,5956;27,8862;;;;
3698,748;27,1812;;;;
3698,9004;26,285;;;;
3699,0528;25,7473;;;;
3699,2052;25,6657;;;;
3699,3576;26,1706;;;;
3699,51;26,9278;;;;
3699,6624;27,032;;;;
3699,8148;26,5113;;;;
3699,9672;25,9533;;;;
3700,1196;25,5579;;;;
3700,272;25,3752;;;;
3700,4244;24,9513;;;;
3700,5768;25,5242;;;;
3700,7292;25,8063;;;;
3700,8816;25,5381;;;;
3701,034;24,9368;;;;
3701,1864;24,875;;;;
3701,3388;25,0821;;;;
3701,4912;24,7179;;;;
3701,6436;24,3014;;;;
3701,796;24,1954;;;;
3701,9484;24,5596;;;;
3702,1008;25,2822;;;;
3702,2532;25,8637;;;;
3702,4056;26,6961;;;;
3702,558;26,5644;;;;
3702,7104;26,159;;;;
3702,8628;25,4072;;;;
3703,0152;25,2713;;;;
3703,1676;24,481;;;;
3703,32;23,8129;;;;
3703,4724;23,143;;;;
3703,6248;22,1486;;;;
3703,7772;21,4246;;;;
3703,9296;21,182;;;;
3704,082;20,8221;;;;
3704,2344;20,2928;;;;
3704,3868;20,4147;;;;
3704,5392;21,201;;;;
3704,6916;21,9229;;;;
3704,844;21,8945;;;;
3704,9964;22,1443;;;;
3705,1488;22,7846;;;;
3705,3012;23,2061;;;;
3705,4536;23,4138;;;;
3705,606;23,0177;;;;
3705,7584;22,6282;;;;
3705,9108;22,483;;;;
3706,0632;22,6895;;;;
3706,2156;22,4184;;;;
3706,368;21,952;;;;
3706,5204;22,0818;;;;
3706,6728;22,7508;;;;
3706,8252;24,1381;;;;
3706,9776;25,1373;;;;
3707,13;25,7029;;;;
3707,2824;26,0533;;;;
3707,4348;25,9169;;;;
3707,5872;25,1595;;;;
3707,7396;21,9549;;;;
3707,892;21,4524;;;;
3708,0444;20,7167;;;;
3708,1968;19,1638;;;;
3708,3492;16,1892;;;;
3708,5016;15,9993;;;;
3708,654;15,8045;;;;
3708,8064;15,9323;;;;
3708,9588;18,0205;;;;
3709,1112;17,658;;;;
3709,2636;18,65;;;;
3709,416;18,4099;;;;
3709,5684;17,8616;;;;
3709,7208;17,2139;;;;
3709,8732;16,3953;;;;
3710,0256;15,7341;;;;
3710,178;15,6455;;;;
3710,3304;15,7897;;;;
3710,4828;15,827;;;;
3710,6352;15,7597;;;;
3710,7876;16,3261;;;;
3710,94;16,9275;;;;
3711,0924;17,6023;;;;
3711,2448;17,3798;;;;
3711,3972;17,0296;;;;
3711,5496;16,8839;;;;
3711,702;16,4357;;;;
3711,8544;15,6829;;;;
3712,0068;14,9068;;;;
3712,1592;14,1826;;;;
3712,3116;13,7699;;;;
3712,464;13,5347;;;;
3712,6164;13,0866;;;;
3712,7688;12,7079;;;;
3712,9212;12,3518;;;;
3713,0736;12,3578;;;;
3713,226;12,6795;;;;
3713,3784;13,2102;;;;
3713,5308;13,7028;;;;
3713,6832;13,2452;;;;
3713,8356;12,4165;;;;
3713,988;12,2131;;;;
3714,1404;12,7097;;;;
3714,2928;13,0821;;;;
3714,4452;12,7807;;;;
3714,5976;12,4725;;;;
3714,75;12,24;;;;
3714,9024;11,8551;;;;
3715,0548;11,1224;;;;
3715,2072;10,7875;;;;
3715,3596;11,0069;;;;
3715,512;11,6294;;;;
3715,6644;12,2507;;;;
3715,8168;12,9452;;;;
3715,9692;13,3659;;;;
3716,1216;13,3329;;;;
3716,274;12,8755;;;;
3716,4264;12,1242;;;;
3716,5788;11,473;;;;
3716,7312;11,2383;;;;
3716,8836;10,8167;;;;
3717,036;10,3457;;;;
3717,1884;10,0492;;;;
3717,3408;9,7243;;;;
3717,4932;9,2398;;;;
3717,6456;9,0915;;;;
3717,798;9,31;;;;
3717,9504;9,1295;;;;
3718,1028;9,1652;;;;
3718,2552;9,5118;;;;
3718,4076;9,8142;;;;
3718,56;10,0061;;;;
3718,7124;9,997;;;;
3718,8648;9,7636;;;;
3719,0172;9,2377;;;;
3719,1696;8,7619;;;;
3719,322;8,8653;;;;
3719,4744;9,1216;;;;
3719,6268;9,1838;;;;
3719,7792;9,1239;;;;
3719,9316;9,403;;;;
3720,084;10,0816;;;;
3720,2364;10,7494;;;;
3720,3888;10,3439;;;;
3720,5412;10,5097;;;;
3720,6936;10,341;;;;
3720,846;10,9948;;;;
3720,9984;11,8307;;;;
3721,1508;11,8501;;;;
3721,3032;12,6719;;;;
3721,4556;15,7359;;;;
3721,608;15,6138;;;;
3721,7604;14,5653;;;;
3721,9128;14,6864;;;;
3722,0652;14,3962;;;;
3722,2176;13,9235;;;;
3722,37;13,3988;;;;
3722,5224;12,9052;;;;
3722,6748;12,6387;;;;
3722,8272;12,8163;;;;
3722,9796;13,1159;;;;
3723,132;13,2064;;;;
3723,2844;13,1293;;;;
3723,4368;13,5492;;;;
3723,5892;13,7152;;;;
3723,7416;13,2037;;;;
3723,894;12,8173;;;;
3724,0464;12,5771;;;;
3724,1988;12,6405;;;;
3724,3512;12,7749;;;;
3724,5036;12,9128;;;;
3724,656;13,2246;;;;
3724,8084;13,7689;;;;
3724,9608;14,0702;;;;
3725,1132;14,0862;;;;
3725,2656;13,6075;;;;
3725,418;12,7251;;;;
3725,5704;11,6356;;;;
3725,7228;10,6161;;;;
3725,8752;9,7562;;;;
3726,0276;9,2003;;;;
3726,18;8,8844;;;;
3726,3324;8,8647;;;;
3726,4848;8,8812;;;;
3726,6372;9,1172;;;;
3726,7896;9,5857;;;;
3726,942;10,1302;;;;
3727,0944;10,3913;;;;
3727,2468;10,1999;;;;
3727,3992;9,7175;;;;
3727,5516;9,2974;;;;
3727,704;8,9943;;;;
3727,8564;8,943;;;;
3728,0088;8,9186;;;;
3728,1612;8,8521;;;;
3728,3136;8,8728;;;;
3728,466;8,7692;;;;
3728,6184;8,5605;;;;
3728,7708;8,5591;;;;
3728,9232;8,6169;;;;
3729,0756;8,43;;;;
3729,228;8,2173;;;;
3729,3804;8,163;;;;
3729,5328;7,8583;;;;
3729,6852;7,3001;;;;
3729,8376;6,885;;;;
3729,99;6,5917;;;;
3730,1424;6,3538;;;;
3730,2948;6,2816;;;;
3730,4472;6,4323;;;;
3730,5996;6,6942;;;;
3730,752;6,9039;;;;
3730,9044;6,9937;;;;
3731,0568;7,0545;;;;
3731,2092;7,0017;;;;
3731,3616;6,817;;;;
3731,514;6,8271;;;;
3731,6664;7,022;;;;
3731,8188;7,3781;;;;
3731,9712;7,6563;;;;
3732,1236;7,9338;;;;
3732,276;8,4051;;;;
3732,4284;9,2846;;;;
3732,5808;10,3763;;;;
3732,7332;11,1804;;;;
3732,8856;11,5028;;;;
3733,038;10,8317;;;;
3733,1904;9,5212;;;;
3733,3428;8,7673;;;;
3733,4952;8,4041;;;;
3733,6476;8,2781;;;;
3733,8;7,7602;;;;
3733,9524;8,5275;;;;
3734,1048;8,9156;;;;
3734,2572;9,8225;;;;
3734,4096;11,6232;;;;
3734,562;12,6106;;;;
3734,7144;11,6829;;;;
3734,8668;11,2649;;;;
3735,0192;10,4666;;;;
3735,1716;9,7278;;;;
3735,324;9,066;;;;
3735,4764;8,7499;;;;
3735,6288;8,7287;;;;
3735,7812;8,8892;;;;
3735,9336;9,1071;;;;
3736,086;9,4622;;;;
3736,2384;10,035;;;;
3736,3908;10,9424;;;;
3736,5432;12,2796;;;;
3736,6956;13,8582;;;;
3736,848;14,7195;;;;
3737,0004;14,7137;;;;
3737,1528;14,3434;;;;
3737,3052;14,0191;;;;
3737,4576;13,5671;;;;
3737,61;12,9694;;;;
3737,7624;12,5406;;;;
3737,9148;12,2175;;;;
3738,0672;12,0157;;;;
3738,2196;11,6712;;;;
3738,372;10,9875;;;;
3738,5244;9,7949;;;;
3738,6768;8,8673;;;;
3738,8292;8,1853;;;;
3738,9816;7,7412;;;;
3739,134;7,7747;;;;
3739,2864;8,0564;;;;
3739,4388;8,281;;;;
3739,5912;8,3872;;;;
3739,7436;8,3683;;;;
3739,896;8,3891;;;;
3740,0484;8,1827;;;;
3740,2008;8,2025;;;;
3740,3532;8,3967;;;;
3740,5056;8,6543;;;;
3740,658;8,8291;;;;
3740,8104;9,1583;;;;
3740,9628;9,8513;;;;
3741,1152;10,7553;;;;
3741,2676;11,2538;;;;
3741,42;12,0417;;;;
3741,5724;13,0447;;;;
3741,7248;13,8268;;;;
3741,8772;13,875;;;;
3742,0296;13,4772;;;;
3742,182;12,9829;;;;
3742,3344;12,458;;;;
3742,4868;12,033;;;;
3742,6392;11,4886;;;;
3742,7916;10,6775;;;;
3742,944;10,1754;;;;
3743,0964;9,5199;;;;
3743,2488;8,9735;;;;
3743,4012;8,8675;;;;
3743,5536;8,8971;;;;
3743,706;9,048;;;;
3743,8584;9,3487;;;;
3744,0108;9,8883;;;;
3744,1632;10,477;;;;
3744,3156;10,7666;;;;
3744,468;10,7384;;;;
3744,6204;10,7461;;;;
3744,7728;10,5489;;;;
3744,9252;10,3465;;;;
3745,0776;10,6662;;;;
3745,23;11,1769;;;;
3745,3824;11,7089;;;;
3745,5348;11,9854;;;;
3745,6872;11,7121;;;;
3745,8396;11,3201;;;;
3745,992;10,5433;;;;
3746,1444;9,8149;;;;
3746,2968;8,3665;;;;
3746,4492;7,4787;;;;
3746,6016;6,1263;;;;
3746,754;5,5719;;;;
3746,9064;5,7775;;;;
3747,0588;6,311;;;;
3747,2112;6,9588;;;;
3747,3636;7,0202;;;;
3747,516;6,9969;;;;
3747,6684;6,4394;;;;
3747,8208;5,8371;;;;
3747,9732;5,214;;;;
3748,1256;4,5945;;;;
3748,278;4,0387;;;;
3748,4304;3,7011;;;;
3748,5828;3,6059;;;;
3748,7352;3,5254;;;;
3748,8876;3,388;;;;
3749,04;3,2772;;;;
3749,1924;3,2699;;;;
3749,3448;3,2408;;;;
3749,4972;3,4195;;;;
3749,6496;3,6699;;;;
3749,802;4,1659;;;;
3749,9544;4,8244;;;;
3750,1068;5,6093;;;;
3750,2592;6,2953;;;;
3750,4116;6,6796;;;;
3750,564;6,718;;;;
3750,7164;6,8535;;;;
3750,8688;6,9719;;;;
3751,0212;6,9113;;;;
3751,1736;6,4238;;;;
3751,326;6,0886;;;;
3751,4784;5,7263;;;;
3751,6308;5,7282;;;;
3751,7832;5,95;;;;
3751,9356;6,2753;;;;
3752,088;6,4454;;;;
3752,2404;6,454;;;;
3752,3928;6,3298;;;;
3752,5452;6,3203;;;;
3752,6976;6,3388;;;;
3752,85;6,4836;;;;
3753,0024;6,6293;;;;
3753,1548;6,953;;;;
3753,3072;7,3865;;;;
3753,4596;7,8348;;;;
3753,612;7,6716;;;;
3753,7644;7,1284;;;;
3753,9168;6,6356;;;;
3754,0692;5,9576;;;;
3754,2216;5,442;;;;
3754,374;5,1988;;;;
3754,5264;5,1624;;;;
3754,6788;5,0783;;;;
3754,8312;5,0706;;;;
3754,9836;5,169;;;;
3755,136;5,5333;;;;
3755,2884;6,1159;;;;
3755,4408;6,5437;;;;
3755,5932;6,7878;;;;
3755,7456;7,3515;;;;
3755,898;8,4282;;;;
3756,0504;9,4284;;;;
3756,2028;9,8226;;;;
3756,3552;9,3851;;;;
3756,5076;8,6775;;;;
3756,66;7,8255;;;;
3756,8124;7,1008;;;;
3756,9648;6,5432;;;;
3757,1172;6,1044;;;;
3757,2696;5,7687;;;;
3757,422;5,8209;;;;
3757,5744;5,9659;;;;
3757,7268;6,0885;;;;
3757,8792;6,2636;;;;
3758,0316;6,6458;;;;
3758,184;6,9818;;;;
3758,3364;7,0924;;;;
3758,4888;6,9896;;;;
3758,6412;6,9638;;;;
3758,7936;6,6739;;;;
3758,946;6,2897;;;;
3759,0984;6,0151;;;;
3759,2508;5,9057;;;;
3759,4032;5,6031;;;;
3759,5556;5,7694;;;;
3759,708;5,8859;;;;
3759,8604;6,2573;;;;
3760,0128;6,6298;;;;
3760,1652;7,102;;;;
3760,3176;7,811;;;;
3760,47;8,0511;;;;
3760,6224;7,5768;;;;
3760,7748;7,8887;;;;
3760,9272;8,0487;;;;
3761,0796;8,1685;;;;
3761,232;8,2756;;;;
3761,3844;8,2596;;;;
3761,5368;8,0558;;;;
3761,6892;7,555;;;;
3761,8416;7,12;;;;
3761,994;6,5785;;;;
3762,1464;6,1619;;;;
3762,2988;5,9574;;;;
3762,4512;6,0034;;;;
3762,6036;6,1436;;;;
3762,756;6,3173;;;;
3762,9084;6,2584;;;;
3763,0608;6,0689;;;;
3763,2132;6,096;;;;
3763,3656;6,4632;;;;
3763,518;6,7979;;;;
3763,6704;6,9588;;;;
3763,8228;7,19;;;;
3763,9752;7,7643;;;;
3764,1276;8,5831;;;;
3764,28;9,164;;;;
3764,4324;9,2034;;;;
3764,5848;9,1486;;;;
3764,7372;9,419;;;;
